a,a,a,a,a,a
17500057,Evans Cabinet Corp,10/13/04,2434-175-0057-V-01-1,VN-14054,Title V
2700013,"Langboard OSB, Quitman",4/23/03,2493-027-0013-V-01-2,VN-14080,Title V
5100076,"Colonial Terminals, Inc.",4/24/03,5171-051-0076-V-01-1,VN-14067,Title V
12700002,"Pinova, Inc.",11/12/03,2861-127-0002-V-02-1,VN-14116,Title V
24500136,Nutrasweet Company,3/11/04,2869-245-0136-V-01-1,VN-14114,Title V
13500239,"AGCO, Inc.",4/17/03,3088-135-0239-V-01-0,VN-13326,Title V
17900011,SNF - Riceboro,3/19/03,2899-179-0011-V-01-0,VN-13383,Title V
1500032,Gerdau Ameristeel US Inc.,8/7/02,3312-015-0032-V-02-0,VN-13482,Title V
24500002,PCS NITROGEN FERTILIZER L.P.,3/11/02,2873-245-0002-V-01-3,VN-13464,Title V
1500011,Ga Power Company - Plant Bowen,9/25/02,4911-015-0011-V-01-3,VN-13496,Title V
18500009,LANGDALE FOREST PRODUCTS CO.,11/12/03,2421-185-0009-V-01-1,VN-13590,Title V
26100005,Collins & Aikman Products Co,2/26/03,3714-261-0005-V-02-0,VN-13583,Title V
15900012,GEORGIA-PACIFIC - MONTICELLO MDF,10/28/02,2493-159-0012-V-01-0,VN-13657,Title V
5100132,Georgia-Pacific Corp Savannah,7/23/03,2435-051-0132-V-01-1,VN-13646,Title V
1500032,Gerdau Ameristeel US Inc.,1/24/03,3312-015-0032-V-02-1,VN-13702,Title V
3100008,International Agile Manufacturing LLC,9/12/02,3321-031-0008-V-02-1,VN-13768,Title V
31300001,Shaw Industries Group Inc. Plant 81,10/28/02,2273-313-0001-V-01-1,VN-13802,Title V
3500010,Pine Ridge Municipal Solid Waste Landfill,4/12/04,4953-035-0010-V-01-1,VN-13837,Title V
11700059,Eagle Point Landfill,4/9/03,4953-117-0059-V-01-0,VN-13857,Title V
20500037,"Balfour Pole Company, LLC",12/3/02,2048-205-0037-V-03-0,VN-13847,Title V
8100019,Aquatic CO,7/8/04,3088-081-0019-V-02-0,VN-14442,Title V
18500088,"Regal Marine Industries, Inc",4/29/04,3732-185-0088-V-02-1,VN-14429,Title V
14300014,"Ball Aerosol And Specialty Container, Inc.",10/26/05,3411-143-0014-V-01-1,VN-14521,Title V
9500023,Marine Corps Logistics Base,7/12/04,9711-095-0023-V-01-3,VN-14512,Title V
28500045,Milliken & Co Valway Plant,9/8/03,2262-285-0045-V-01-1,VN-14560,Title V
5100200,NuStar Asphalt Refining LLC (PMA Plant),5/13/04,2951-051-0200-V-02-0,VN-14545,Title V
14900006,Chattahoochee Energy Facility,7/17/03,4911-149-0006-V-02-1,VN-14595,Title V
5100012,Epic Savannah North Terminal,11/22/05,2911-051-0012-V-02-0,VN-14950,Title V
18900002,HP Pelzer Inc.,3/9/05,2399-189-0002-V-01-2,VN-14948,Title V
2100021,"Southern Natural Gas Company, L.L.C.- Ocmulgee Comp. Station",12/13/04,4922-021-0021-V-02-0,VN-14943,Title V
2100059,Boral Bricks - Macon,5/4/05,3251-021-0059-V-03-0,VN-14990,Title V
2100001,Graphic Packaging Macon Mill,12/8/04,2631-021-0001-V-02-0,VN-14713,Title V
7700001,GA POWER CO. - PLANT YATES,12/8/04,4911-077-0001-V-02-0,VN-14740,Title V
6300020,Rexam Beverage Can Company,7/29/05,3411-063-0020-V-03-0,VN-14739,Title V
26900016,Taylor County LFGTE Power Station,6/23/04,4911-269-0016-V-01-1,VN-14793,Title V
18500001,PCA Valdosta Mill,4/21/04,2631-185-0001-V-01-3,VN-14783,Title V
24500008,Chemtrade Solutions LLC,2/24/04,2819-245-0008-V-02-0,VN-14824,Title V
8900031,"Siemens Energy & Automation, Inc.",1/10/05,3643-089-0031-V-02-0,VN-14831,Title V
5100032,Great Dane Trailers Savannah,3/23/05,3715-051-0032-V-03-0,VN-14872,Title V
7700001,GA POWER CO. - PLANT YATES,5/13/04,4911-077-0001-V-01-4,VN-14899,Title V
6300030,Hartsfield-Jackson Atlanta International Airport,6/8/04,4581-063-0030-V-02-0,VN-14165,Title V
6300020,Rexam Beverage Can Company,7/31/03,3411-063-0020-V-02-1,VN-14164,Title V
30300040,AL Sandersville,11/14/03,4911-303-0040-V-03-0,VN-14210,Title V
15900009,Georgia-Pacific Wood Products LLC (Monticello Plywood),4/12/04,2436-159-0009-V-01-2,VN-14204,Title V
5900035,Oliver Rubber Company,6/16/03,3011-059-0035-V-01-4,VN-14200,Title V
27700061,Chickasha of Georgia,4/1/03,2074-277-0061-V-02-0,VN-14317,Title V
21300034,Thomas A. Smith Energy Facility,5/28/04,4911-213-0034-V-03-0,VN-14300,Title V
17500004,"SP Fiber Technologies Southeast, LLC",2/16/04,2621-175-0004-V-01-1,VN-14297,Title V
6700093,Sterigenics U.S. LLC,10/21/03,7389-067-0093-V-02-3,VN-14295,Title V
6700015,Boral Bricks - Atlanta Plant,10/12/04,3251-067-0015-V-02-0,VN-14350,Title V
26300013,Talbot Energy Facility,9/27/04,4911-263-0013-V-04-0,VN-14405,Title V
8900227,INTERNATIONAL PAPER CO.,10/26/05,2751-089-0227-V-02-0,VN-15625,Title V
5500001,Mount Vernon Mills,5/16/06,2211-055-0001-V-02-0,VN-15611,Title V
5700040,Pine Bluff Landfill,1/10/05,4953-057-0040-V-01-2,VN-15606,Title V
2100030,Armstrong World Industries Inc,11/22/05,3296-021-0030-V-01-1,VN-15643,Title V
24500160,Deans Bridge Rd MSW Landfill,3/7/05,4953-245-1060-V-01-1,VN-15630,Title V
31300074,Shaw Industries Group Inc Plt 23,10/5/06,2273-313-0074-V-02-0,VN-15705,Title V
9500071,Procter & Gamble Paper Products Company,3/6/06,2675-095-0071-V-01-3,VN-15693,Title V
31300025,"Imerys Marble, Inc.",4/27/06,2819-313-0025-V-02-0,VN-15744,Title V
12100129,Georgia Institute of Technology,1/17/07,8221-121-0129-V-02-0,VN-15729,Title V
8900226,Woodbridge Foam Corp,7/24/06,3079-089-0226-V-01-0,VN-15777,Title V
12900070,Redbone Ridges MSW Landfill,1/10/06,4953-129-0070-V-02-0,VN-15829,Title V
28500081,Lagrange I-85/SR109 SLF,1/10/06,4953-285-0081-V-02-0,VN-15828,Title V
8900299,Seminole Road MSW Landfill,8/17/05,4953-089-0299-V-01-3,VN-15823,Title V
18500088,"Regal Marine Industries, Inc",5/20/05,3732-185-0088-V-03-0,VN-15112,Title V
25500049,Cooper Standard Automotive,12/13/04,3061-255-0049-V-02-3,VN-15293,Title V
28500082,Milliken & Co Hillside Coating Plant,12/13/04,3069-285-0082-V-01-3,VN-15360,Title V
5100132,Georgia-Pacific Corp Savannah,9/14/04,2435-051-0132-V-01-3,VN-15350,Title V
1300068,Oak Grove Sanitary Landfill,2/13/06,4953-013-0068-V-01-1,VN-15342,Title V
31300084,Shaw Industries Group Inc Plant 4,2/3/05,2273-313-0084-V-01-3,VN-15412,Title V
18500001,PCA Valdosta Mill,3/7/05,2631-185-0001-V-01-5,VN-15436,Title V
16300010,"Georgia Clay Mining, LLC",12/29/05,3295-163-0010-V-02-0,VN-15488,Title V
1100014,R & B Landfill,12/7/05,4953-011-0014-V-01-1,VN-15503,Title V
1100014,R & B Landfill,9/18/06,4953-011-0014-V-02-0,VN-15550,Title V
900038,Union Hill Church Road MSW Landfill,9/28/05,4953-009-0038-V-02-0,VN-15593,Title V
30100003,Georgia-Pacific Wood Products LLC (Warrenton),1/23/06,2421-301-0003-V-02-0,VN-15586,Title V
8900121,"MagellanTerminal Holdings, L.P. - Doraville II Terminal",5/10/06,5171-089-0121-V-03-0,VN-16114,Title V
26100069,"Recreation Unlimited, LLC",4/27/06,3732-261-0069-V-02-0,VN-16174,Title V
300013,Langboard Willacoochee,8/17/05,2493-003-0013-V-02-1,VN-16173,Title V
13500185,BJ Sanitary Landfill,6/30/05,4953-135-0185-V-01-2,VN-16158,Title V
11700025,Scientific Games International,4/20/06,2754-117-0025-V-02-0,VN-16198,Title V
29700036,Goodyear Tire & Rubber Company,12/7/05,3061-297-0036-V-06-2,VN-16186,Title V
5100007,International Paper - Savannah,10/18/05,2631-051-0007-V-01-5,VN-16265,Title V
6700093,Sterigenics U.S. LLC,11/15/05,7389-067-0093-V-03-1,VN-16331,Title V
15700014,"Huber Engineered Woods, LLC",6/13/06,2493-157-0014-V-01-9,VN-16355,Title V
22900007,"Sundance Boats, Inc.",10/19/07,3732-229-0007-V-04-0,VN-16638,Title V
13500010,OFS Fitel LLC,8/31/06,3357-135-0010-V-01-2,VN-16684,Title V
4500012,Southwire Company Carrollton Building Wire Plant,10/4/07,3357-045-0012-V-01-4,VN-16895,Title V
31900004,"BASF Corporation, Gordon Plant",3/30/09,3295-319-0004-V-02-0,VN-16905,Title V
1500008,Chemical Products Corporation,5/1/07,2819-015-0008-V-02-1,VN-16915,Title V
31300074,Shaw Industries Group Inc Plt 23,1/17/06,2273-313-0074-V-01-4,VN-16376,Title V
8900299,Seminole Road MSW Landfill,10/12/06,4953-089-0299-V-02-0,VN-16460,Title V
25500035,"Springs Global US, Inc. (Griffin Finishing Plant)",8/10/06,2261-255-0035-V-02-0,VN-16439,Title V
21500002,Goldens' Foundry & Machine Co,3/16/06,3321-215-0002-V-01-2,VN-16437,Title V
15300051,Introsul Inc,10/31/06,3089-153-0051-V-02-0,VN-16529,Title V
28500082,Milliken & Co Hillside Coating Plant,5/16/08,3069-285-0082-V-02-0,VN-16516,Title V
9900001,Georgia-Pacific Cedar Springs LLC,1/30/06,2631-099-0001-V-01-9,VN-16501,Title V
15300014,Anchor Glass Container Corporation,9/11/06,3221-153-0014-V-03-0,VN-16557,Title V
1500032,Gerdau Ameristeel US Inc.,5/16/07,3312-015-0032-V-03-3,VN-16630,Title V
28500048,Kimberly-Clark Corporation,9/18/06,2297-285-0048-V-02-1,VN-16625,Title V
18500064,Weyerhaeuser NR Company,5/15/07,2439-185-0064-V-02-0,VN-16616,Title V
5500005,SHOWA BEST GLOVE,4/4/06,3069-055-0005-V-02-1,VN-16615,Title V
12100334,"Owens Corning Roofing And Asphalt, Llc",4/28/06,2952-121-0334-V-02-0,VN-15858,Title V
4500038,Southwire Company Machine Services,8/30/07,3499-045-0038-V-03-0,VN-15856,Title V
6700018,Sutton R L WPCP,6/14/05,4952-067-0018-V-01-2,VN-15906,Title V
13900046,MILLIKEN & CO NEW HOLLAND PLT,5/1/07,2281-139-0046-V-02-0,VN-15941,Title V
3900027,Camden County Solid Waste Department,6/27/06,4953-039-0027-V-02-0,VN-15986,Title V
9900001,Georgia-Pacific Cedar Springs LLC,11/7/05,2631-099-0001-V-01-8,VN-16042,Title V
8900239,"Bimbo Bakeries USA, Inc.",6/2/05,2051-089-0239-V-02-1,VN-16037,Title V
17500042,Griffin Industries Inc,4/10/07,2077-175-0042-V-02-0,VN-16031,Title V
4900004,West Fraser - Folkston Lumber Mill,5/13/05,2421-049-0004-V-01-3,VN-16016,Title V
26100047,C-E Minerals Plant 2,8/17/05,3255-261-0047-V-04-5,VN-16066,Title V
28500069,Guardian Automotive,2/14/07,3089-285-0069-V-02-0,VN-16065,Title V
13500219,UWL/Richland Creek Road Sanitary Landfill,6/27/06,4953-135-0219-V-02-0,VN-16058,Title V
11500021,International Paper Company (Rome Linerboard Mill),5/20/05,2631-115-0021-V-01-5,VN-16104,Title V
6700018,Sutton R L WPCP,3/6/06,4952-067-0018-V-02-0,VN-16102,Title V
2700013,"Langboard OSB, Quitman",8/17/05,2493-027-0013-V-01-4,VN-16087,Title V
9500023,Marine Corps Logistics Base,11/16/07,9711-095-0023-V-02-0,VN-17424,Title V
15700034,Dahlberg Combustion Turbine Electric Generating Plant,10/31/07,4911-157-0034-V-03-2,VN-17605,Title V
12700003,Brunswick Cellulose Inc,10/4/07,2631-127-0003-V-04-7,VN-17658,Title V
13500185,BJ Sanitary Landfill,6/24/08,4953-135-0185-V-02-0,VN-17662,Title V
4500052,Southwire Company Carrollton Utility Products Plant,10/10/08,3357-045-0052-V-02-1,VN-17675,Title V
5100148,Arizona Chemical Corporation,6/28/07,2821-051-0148-V-01-6,VN-17421,Title V
18900019,Georgia-Pacific Panel Products LLC - Thomson Particleborad Plant,4/8/08,2493-189-0019-V-01-3,VN-17729,Title V
11500073,"Lifoam Industries, Inc.",10/21/08,3086-115-0073-V-02-0,VN-17750,Title V
2100195,Macon Walker Road MSW Landfill,4/22/09,4953-021-0195-V-02-0,VN-17826,Title V
24500002,PCS NITROGEN FERTILIZER L.P.,3/26/07,2873-245-0002-V-02-1,VN-16989,Title V
9300022,Roseburg Forest Products South LP,12/12/06,2493-093-0022-V-03-0,VN-17035,Title V
5100076,"Colonial Terminals, Inc.",3/19/08,5171-051-0076-V-02-0,VN-17037,Title V
5100148,Arizona Chemical Corporation,5/15/07,2821-051-0148-V-01-5,VN-17043,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),12/20/06,2436-211-0013-V-01-3,VN-17058,Title V
15900004,Georgia-Pacific Wood Products LLC (Monticello Stud Mill),12/20/06,2421-159-0004-V-02-1,VN-17059,Title V
15900009,Georgia-Pacific Wood Products LLC (Monticello Plywood),12/20/06,2436-159-0009-V-01-4,VN-17060,Title V
19900004,Georgia-Pacific Wood Products LLC (Warm Springs),12/20/06,2436-199-0004-V-02-1,VN-17066,Title V
19500014,Weyerhaeuser NR Company - Colbert Plant,5/7/08,2439-195-0014-V-02-0,VN-17093,Title V
9900001,Georgia-Pacific Cedar Springs LLC,2/13/08,2631-099-0001-V-02-4,VN-17094,Title V
900031,"Triumph Aerostructures, LLC - Vought Aircraft Division",10/24/07,3728-009-0031-V-02-0,VN-17099,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,3/7/07,4911-067-0003-V-02-1,VN-17131,Title V
7700001,GA POWER CO. - PLANT YATES,3/7/07,4911-077-0001-V-02-2,VN-17134,Title V
9300013,Georgia-Pacific Chemicals LLC,1/31/07,2821-093-0013-V-01-3,VN-17135,Title V
12700028,Georgia-Pacific Gypsum Llc,1/10/07,3275-127-0028-V-01-4,VN-17136,Title V
8700037,BASF Catalysts LLC-Attapulgus Operations,11/26/07,3295-087-0037-V-03-0,VN-17170,Title V
12100021,OWENS CORNING INSULATING SYSTEMS,2/7/07,3296-121-0021-V-01-2,VN-17185,Title V
23300020,"Meggitt (Rockmart), Inc.",12/12/07,3069-233-0020-V-01-2,VN-17214,Title V
5100023,BASF Corporation - Savannah Operations,5/15/07,3295-051-0023-V-02-1,VN-17219,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,2/7/07,2421-001-0005-V-03-1,VN-17220,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),10/24/07,2436-211-0013-V-02-1,VN-17296,Title V
21500174,Cessna Aircraft Company,4/15/08,3728-215-0174-V-04-0,VN-17317,Title V
8900334,ALATUS-Biogas Clean Energy Solution,12/12/07,4932-089-0334-V-01-0,VN-17352,Title V
2500001,"Varn Wood Products, LLC",6/7/07,2421-025-0001-V-02-1,VN-17364,Title V
29700042,Walton County Power LLC,8/10/07,4911-297-0042-V-01-1,VN-17490,Title V
30300039,"Washington County Power, LLC",8/10/07,4911-303-0039-V-05-1,VN-17493,Title V
5700052,International Marble,12/17/07,3281-057-0052-V-01-3,VN-17498,Title V
28500039,"Specialty Fabrics & Converting, Inc.",1/7/08,2299-285-0039-V-02-0,VN-17505,Title V
23300022,The HON Company,12/7/07,2522-233-0022-V-01-2,VN-17507,Title V
7700010,"Bon L Manufacturing Company, Inc.",1/2/09,3354-077-0010-V-02-0,VN-17520,Title V
27500022,BEADLES & BALFOUR,8/15/07,2421-275-0022-V-04-1,VN-17553,Title V
5700036,ATLANTA GAS LIGHT CO.,10/30/07,4922-057-0036-V-02-1,VN-17557,Title V
20500037,"Balfour Pole Company, LLC",2/13/08,2048-205-0037-V-04-0,VN-17594,Title V
10300004,"Interfor U.S., Inc. - Meldrim",2/13/08,2421-103-0004-V-03-0,VN-17901,Title V
1500032,Gerdau Ameristeel US Inc.,6/18/08,3312-015-0032-V-04-1,VN-18089,Title V
2100078,YKK USA Inc Macon,1/29/09,3965-021-0078-V-02-1,VN-18188,Title V
5100046,Gulfstream Aerospace Corporation,10/30/08,3721-051-0046-V-02-2,VN-18414,Title V
23700008,Ga Power Company - Plant Branch,9/17/09,4911-237-0008-V-02-5,VN-18664,Title V
1500011,Ga Power Company - Plant Bowen,10/23/08,4911-015-0011-V-02-5,VN-17870,Title V
9500002,Ga Power Company - Plant Mitchell,10/30/08,4911-095-0002-V-02-1,VN-17877,Title V
8100019,Aquatic CO,11/14/08,3089-081-0019-V-03-0,VN-18080,Title V
17500004,"SP Fiber Technologies Southeast, LLC",10/10/08,2621-175-0004-V-02-0,VN-18090,Title V
12900035,Shaw Industries Inc Plt D7,12/18/08,2281-129-0035-V-02-1,VN-18510,Title V
10300003,Ga Power Co Plt McIntosh,6/8/09,4911-103-0003-V-02-2,VN-18685,Title V
14300017,Plantation Pipe Line Co,2/26/09,4613-143-0017-V-02-0,VN-17895,Title V
24500160,Deans Bridge Rd MSW Landfill,12/4/08,4953-245-0160-V-02-0,VN-17962,Title V
12100021,OWENS CORNING INSULATING SYSTEMS,2/26/09,3296-121-0021-V-02-0,VN-17969,Title V
24500136,Nutrasweet Company,6/7/10,2869-245-0136-V-02-0,VN-18169,Title V
14900005,Hawk Road Energy Facility,2/3/09,4911-149-0005-V-04-0,VN-18288,Title V
5100148,Arizona Chemical Corporation,1/27/09,2821-051-0148-V-02-1,VN-18480,Title V
8900097,New WinCup Stone Mountain,3/20/08,3086-089-0097-V-03-0,VN-17940,Title V
21300040,Murray County - U.S. 411 Westside MSW Landfill,7/7/09,4953-213-0040-V-02-0,VN-18204,Title V
31900029,"CARBO CERAMICS, INC. - TOOMSBORO PLANT",12/16/09,3295-319-0029-V-02-1,VN-18293,Title V
31900027,"Carbo Ceramics, Inc. - McIntyre Plant",12/16/09,1455-319-0027-V-03-2,VN-18304,Title V
1500008,Chemical Products Corporation,4/22/09,2819-015-0008-V-02-2,VN-18425,Title V
20500044,Baconton Power LLC,11/16/09,4911-205-0044-V-04-1,VN-18789,Title V
18900002,HP Pelzer Inc.,11/25/08,2399-189-0002-V-02-1,VN-18028,Title V
18500009,LANGDALE FOREST PRODUCTS CO.,5/2/11,2421-185-0009-V-02-1,VN-18039,Title V
12700027,Georgia-Pacific Wood Products LLC (Sterling),10/23/08,2421-127-0027-V-02-2,VN-18394,Title V
24700033,"Tegrant Diversified Brands, Inc.",10/30/08,3086-247-0033-V-03-2,VN-18430,Title V
14900007,Municipal Electric Authority Of Ga-Wansley,9/17/09,4911-149-0007-V-02-1,VN-18700,Title V
5100003,"Southern LNG Company, L.L.C. -Elba Island LNG Terminal - (Kinder Morgan , Inc.)",3/10/08,4922-051-0003-V-02-4,VN-17928,Title V
28500082,Milliken & Co Hillside Coating Plant,9/4/08,3069-285-0082-V-02-1,VN-18009,Title V
8900127,Citgo Petroleum Corp,7/7/09,5171-089-0127-V-02-1,VN-18399,Title V
13300001,"Novelis, Inc.",5/19/09,3341-133-0001-V-03-0,VN-18405,Title V
10300003,Ga Power Co Plt McIntosh,3/12/09,4911-103-0003-V-02-1,VN-18618,Title V
9300013,Georgia-Pacific Chemicals LLC,2/10/09,2821-093-0013-V-02-0,VN-18063,Title V
17500057,Evans Cabinet Corp,5/22/09,2434-175-0057-V-02-1,VN-18719,Title V
15300033,USAF Robins Air Force Base,5/14/10,9711-153-0033-V-02-2,VN-19276,Title V
10300004,"Interfor U.S., Inc. - Meldrim",12/21/10,2421-103-0004-V-04-0,VN-19363,Title V
5700059,International Thermocast Corporation,5/27/10,3088-057-0059-V-02-0,VN-19047,Title V
6300008,SHERWIN-WILLIAMS CO,12/21/10,2851-063-0008-V-03-0,VN-19219,Title V
21500001,"DMI Columbus, LLC",11/18/09,3321-215-0001-V-03-0,VN-19249,Title V
18500088,"Regal Marine Industries, Inc",2/3/11,3732-185-0088-V-04-0,VN-19305,Title V
900019,Central State Hospital,4/22/10,8063-009-0019-V-02-1,VN-18967,Title V
6700093,Sterigenics U.S. LLC,5/19/10,7389-067-0093-V-04-0,VN-19323,Title V
26300013,Talbot Energy Facility,5/14/10,4911-263-0013-V-05-0,VN-18856,Title V
24700033,"Tegrant Diversified Brands, Inc.",10/20/09,3086-247-0033-V-03-3,VN-19069,Title V
4500039,Printpack Inc,2/16/10,2759-045-0039-V-03-0,VN-19085,Title V
12100070,"WestRock Packaging Systems, LLC",4/20/10,2657-121-0070-V-04-0,VN-19136,Title V
24500012,Prayon Inc.,7/1/10,2819-245-0012-V-04-0,VN-19245,Title V
11500021,International Paper Company (Rome Linerboard Mill),7/7/10,2631-115-0021-V-02-2,VN-19393,Title V
23700132,Horton Vans Inc,9/28/10,3792-237-0132-V-02-0,VN-19497,Title V
900031,"Triumph Aerostructures, LLC - Vought Aircraft Division",3/31/10,3728-009-0031-V-02-3,VN-19524,Title V
4500059,Decostar Industries,3/7/11,3714-045-0059-V-03-0,VN-19525,Title V
27500066,City of Thomasville MSW Landfill,5/14/10,4953-275-0066-V-02-1,VN-19544,Title V
3500010,Pine Ridge Municipal Solid Waste Landfill,4/6/11,4953-035-0010-V-02-2,VN-19102,Title V
29900015,GATX Rail Corp,3/10/10,4741-299-0015-V-02-2,VN-19170,Title V
5900059,University of Georgia,7/1/10,8221-059-0059-V-02-1,VN-19429,Title V
30300039,"Washington County Power, LLC",1/27/10,4911-303-0039-V-06-0,VN-18970,Title V
5100077,Southern States Phosphate & Fertilizer,3/26/10,2819-051-0077-V-03-0,VN-19114,Title V
900038,Union Hill Church Road MSW Landfill,11/1/10,4953-009-0038-V-03-0,VN-19554,Title V
30500031,Broadhurst Environmental Landfill,4/22/10,4953-305-0031-V-02-1,VN-19557,Title V
1500032,Gerdau Ameristeel US Inc.,9/30/10,3312-015-0032-V-04-4,VN-19704,Title V
5900084,Athens-Clarke County MSW LF,1/18/11,4953-059-0084-V-02-1,VN-20063,Title V
3900027,Camden County Solid Waste Department,5/9/12,4953-039-0027-V-03-0,VN-20131,Title V
22700006,Imerys Marble Inc,9/27/11,1499-227-0006-V-03-0,VN-20219,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,5/19/11,4911-067-0003-V-03-1,VN-20341,Title V
9500023,Marine Corps Logistics Base,7/16/10,9711-095-0023-V-02-1,VN-19728,Title V
12700004,Ga Power Company - Plant McManus,8/24/10,4911-127-0004-V-04-1,VN-19752,Title V
900035,"Southern Natural Gas Company, L.L.C - Hall Gate Comp. Station",6/22/11,4922-009-0035-V-03-0,VN-19849,Title V
12100334,"Owens Corning Roofing And Asphalt, Llc",9/27/11,2952-121-0334-V-03-0,VN-20017,Title V
12100268,RM CLAYTON WATER RECLAMATION CENTER,6/15/11,4952-121-0268-V-01-1,VN-20045,Title V
6300083,Atlanta Gas Light Company,9/30/10,4925-063-0083-V-02-1,VN-19798,Title V
3900003,Naval Submarine Base,4/5/11,9711-039-0003-V-02-2,VN-20040,Title V
6700032,Marathon Petroleum Company LP - Powder Springs Terminal,10/25/10,5171-067-0032-V-04-3,VN-19872,Title V
9500095,Dougherty County Fleming/Gaissert Rd MSW Landfill,10/18/10,4953-095-0095-V-02-1,VN-19882,Title V
30500031,Broadhurst Environmental Landfill,6/22/11,4953-305-0031-V-03-0,VN-19912,Title V
12100847,"Quality Investment Properties Metro, LLC",3/2/12,7376-121-0847-V-03-0,VN-20201,Title V
9900020,"Maverick C&P, Inc.",5/9/12,3644-099-0020-V-04-0,VN-20300,Title V
5100210,Dean Forest Road Landfill,12/21/10,4953-051-0210-V-03-0,VN-19652,Title V
13500237,Precision Hose Inc,1/18/11,3599-135-0237-V-03-0,VN-19681,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,3/7/11,2421-001-0005-V-03-3,VN-19945,Title V
14700016,Monroe Automotive Equipment,8/22/11,3714-147-0016-V-03-2,VN-20206,Title V
30700001,"Interfor U.S., Inc.",5/13/11,2421-307-0001-V-03-0,VN-19746,Title V
24500160,Deans Bridge Rd MSW Landfill,12/3/10,4953-245-0160-V-02-1,VN-19842,Title V
14700021,Hartwell Energy Facility,11/23/10,4911-147-0021-V-03-1,VN-20008,Title V
30300035,KaMin - Sandersville,1/19/12,3295-303-0035-V-02-2,VN-20457,Title V
11500003,Ga Power Company - Plant Hammond,5/8/12,4911-115-0003-V-03-0,VN-19763,Title V
19900004,Georgia-Pacific Wood Products LLC (Warm Springs),5/13/11,2436-199-0004-V-03-0,VN-20012,Title V
17700010,Woodgrain Millwork,5/27/11,2431-177-0010-V-03-1,VN-20285,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),5/30/12,2436-211-0013-V-02-5,VN-21034,Title V
7100016,"Beadles & Balfour, LLC",6/18/13,2421-071-0016-V-03-0,VN-21348,Title V
4500052,Southwire Company Carrollton Utility Products Plant,10/20/11,3357-045-0052-V-02-7,VN-20710,Title V
13900002,Cargill Inc,1/19/12,2075-139-0002-V-02-3,VN-20764,Title V
