a,a,a,a,a
737073480,AMERICAN ASPHALT DIVISION PLANT #22,,Mosinee,Marathon
737074030,UNIVERSITY OF WI CENTER - MARATHON COUNTY,518 S 7th Ave,Wausau,Marathon
737074250,ALL METAL STAMPING INC,411 W Spruce St,Abbotsford,Clark
737074360,MODERN INSULATION,1206 S Monroe St,Spencer,Marathon
737074800,GREENHECK FAN CORPORATION - FACILITY 2,1001 Greenheck Dr,Schofield,Marathon
737075020,MURRAY MACHINERY INC,1002 3rd Street,Wausau,Marathon
737076780,WITMER INDUSTRIES INC,200 S 11th St,Abbotsford,Marathon
737078540,MOSINEE ALCHOHOL INC,RR 3 Box 431,Mosinee,Marathon
737078870,3M CO GREYSTONE PLT,410 Decator Dr,Wausau,Marathon
737079090,MURRAY MACHINERY INCORP,Highway 29 Wausau Ind Park,Wausau,Marathon
737079310,WAUSAU SUPPLY CO,8011 Technology Dr,Schofield,Marathon
737079640,MERRILL IRON & STEEL INC,900 Alderson St,Schofield,Marathon
737079750,KRAFT HEINZ COMPANY INC,1007 Townline Rd,Wausau,Marathon
737079970,GREEN BAY PACKAGING INC,6845 Packer Dr,Wausau,Marathon
737080410,KOLBE & KOLBE MILLWORK CO INC,1323 S 11th Ave,Wausau,Marathon
737080960,QUALITY SURFACE PROCESSING,1070 Pine St,Schofield,Marathon
737082610,VALLEY CLEANERS,311 Kort St,Rothschild,Marathon
737084920,SH ENTERPRISES INC,4000 Central Dr,Wausau,Marathon
737087120,GPI CORP,101 Northern Rd,Schofield,Marathon
737088000,BERG EQUIPMENT CO,2700 W Veterans Pkwy,Marshfield,Marathon
737088660,HIGHWAY 29 SELF SERVE GAS STATION,5505 Schofield Ave,Schofield,Marathon
737088990,FEATHERSTONE CABINETRY AND DESIGN,10606 Tesch Ln,Rothschild,Marathon
737089980,JARP INDUSTRIES INC,1051 Pine St,Schofield,Marathon
737091740,BEE LINE AUTO PARTS AND SERVICE (& TIRE RECYCLING),W3961 Highway 97,Edgar,Marathon
737092730,MARATHON COUNTY LANDFILL,18500 East Highway 29,Ringle,Marathon
737094270,WIMMER CONSTRUCTION INC,PO Box 1645,Wausau,Marathon
737095480,AMERICAN WOOD FIBERS,100 Alderson St,Schofield,Marathon
737096360,RAMROD INDUSTRIES LLC,800 S Monroe St,Spencer,Marathon
737100320,MARTH WOOD SHAVINGS SUPPLY INC,6752 State Road 107,Marathon,Marathon
737105490,WAUSAU HARLEY DAVIDSON,1050 Grand Ave,Schofield,Marathon
737105659,WAUSAU MOSINEE PAPER CORP BROKAW MILL,202 Second Street,Texas,Marathon
737105710,DELUXE SEALCOAT INC,504 Brown St,Mosinee,Marathon
737105930,MAXIM TECHNOLOGIES,555 S 72nd Ave,Wausau,Marathon
737108020,STYRENE PRODUCTS INC,5320 Fuller St,Schofield,Marathon
737108130,IMPERIAL INDUSTRIES INC,505 W Industrial Park Ave,Rothschild,Marathon
737108240,PURINA ANIMAL NUTRITION LLC,B.4191 State Highway 13 N,Spencer,Marathon
737109340,NORLEN INC,900 Grossman Dr,Schofield,Marathon
737110330,MORGAN SAND & GRAVEL INC,,Marathon,
737111100,SCHUETTE METALS INC,1604 Morrison Ave,Rothschild,Marathon
737115500,NORTHWEST PETROLEUM,4080 N 20th Ave,Wausau,Marathon
737121220,MOSINEE FIRE DEPT,805 13th St,Mosinee,Marathon
737124080,CRYSTAL FINISHING SYSTEMS FKA CHEM CHROME,4704 Bayberry St,Schofield,Marathon
737133980,SAFEAIR SYSTEMS INC,6002 Saxon Ave,Schofield,Marathon
737135300,ROOF REPLACEMENT & REPAIR RESOURCE RECOVERY,200 4th Ave,Stratford,Marathon
737136510,MIDWAY AUTO,H3985 Hwy 13,Colby,Marathon
737136730,MOUNTAIN VIEW SQUARE,Cty Hwy N & Cloverland Ln,Rib Mountain,Marathon
737137610,WAUSAU COATED PRODUCTS,825 S 77th Ave,Wausau,Marathon
737152460,KOLBE BROTHERS LUMBER CO,9509 Packer Dr,Wausau,Marathon
737154110,SPRINGS WINDOW FASHIONS DIV INC,720 S 75th Ave,Wausau,Marathon
737154220,CRYSTAL FINISHING SYSTEMS INC,2610 Ross Ave,Schofield,Marathon
737155650,CAMELOT CLEANERS,1006 N 6th St,Wausau,Marathon
737158620,POWDER TECHNOLOGY INC,551 Alderson St,Schofield,Marathon
737159720,WISCONSIN HOMES INC,425 W McMillan St,Marshfield,Marathon
737171270,RENEW A KITCHEN,T510 Evergreen Rd,Wausau,Marathon
737174350,WOLFCRAFT MFG INC,520 S Front St,Unity,Marathon
737178420,MILESTONE MATERIALS - CISLER QUARRY #1311,117 Bird Ln,Mosinee,Marathon
737180400,EASTBAY/FOOTLOCKER,500 N 72nd Ave,Wausau,Marathon
737181720,FIBER RECOVERY INC,R18500 State Highway 29,Ringle,Marathon
737182820,EASTBAY/FOOTLOCKER,401 N 72nd Ave,Wausau,Marathon
737188430,KOLBE RIVERSIDE,1111 McCleary St,Wausau,Marathon
737188540,FBC INDUSTRIES,1400 S Monroe St,Spencer,Marathon
737189750,SONOCO,840 S 66th Ave,Wausau,Marathon
737190520,MULLINS CHEESE INC,598 Seagull Dr,Mosinee,Marathon
737194260,MELRON CORP,8110 Technology Dr,Weston,Marathon
737198660,CENTRAL WISCONSIN FINISHING,1708 Morrison Ave,Rothschild,Marathon
737199100,WAUSAU SUPPLY CO,3308 Concord St,Schofield,Marathon
737202290,WELTER FOREST PRODUCTS INC,PO Box 506,Marathon,Marathon
737202730,TOMCOR INDUSTRIES INC,7801 International Dr,Wausau,Marathon
737204160,ABBYLAND FOODS INC,502 E Linden St,Abbotsford,Marathon
737204270,MINISTRY ST CLARES HOSPITAL,3400 Ministry Pkwy,Weston,Marathon
737207020,SULZER MACHINE & MANUFACTURING INC,2475 Spring Brook Rd,Mosinee,Marathon
737207790,CUSTOM STEEL INC,318 Ross Ave,Schofield,Marathon
737211970,ADC CUSTOM LLC,5311 Fuller St,Schofield,Marathon
737212190,WOODS EQUIPMENT COMPANY - CF DIVISION,1962 Queenland Dr,Kronenwetter,Marathon
737220000,BROKAW CORN DRYING AND STORAGE,5655 N 28th Avenue,Brokaw,Marathon
737220770,FROM THE FOREST LLC,9004 Progress Way,Weston,Marathon
737220880,A&B PROCESS SYSTEMS CORP,201 S Wisconsin Ave,Stratford,Marathon
737222860,AMERICAN SCIENCE AND TECHNOLOGY,5504 Stewart Ave,Wausau,Marathon
737224840,B AND D FABRICATORS LLC,810 Tamarack Ave,Edgar,Marathon
737225170,MISSION CHAIR CO,7182 Bungaloo Rd,Athens,Marathon
737225390,CUSTOM WOOD PRODUCTS,N10713 Sandhill Ave,Spencer,Clark
737225610,WHISPERING PINE WOODCRAFT,1522 County Road F,Athens,Marathon
737226160,STEEL STRUCTURES INC,8105 Enterprise Dr,Wausau,Marathon
737226710,CENTRAL WISCONSIN COOPERATIVE,645 Highway 153 East,Stratford,Marathon
737227040,WISCONSIN ELECTRIC POWER COMPANY D/B/A WE ENERGIES - BIOMASS-FUELED COGENERATION FACILITY,210 S Grand Ave,Rothschild,Marathon
737227590,COMPOSITE ENVISIONS,607 S 24th Ave # 175,Wausau,Marathon
737228140,RIB MOUNTAIN BIO LLC,1212 Park View Ln,Athens,Marathon
737228360,DRAEGER TRUCKING AND EXCAVATING,1551 State Hwy 107,Marathon City,Marathon
737229020,THE HNTB COMPANIES,10 E Doty St Ste 615,Madison,Dane
737229240,PERSONAL TOUCH DRY CLEANERS,3820 Stewart Ave,Wausau,Marathon
737231330,POLYWOOD FABRICATION INC,400 N 72nd Ave,Wausau,Marathon
737231440,TRUSTOR COATINGS LLP,840 S 62nd Ave,Wausau,Marathon
737232210,WAUSAU SUPPLY CO,7102 Commerce Dr,Schofield,Marathon
737235950,TERX SHREDDING AND RECYCLING CO LLC,119 1st St,Brokaw,Marathon
737236060,WAUSAU WATER TREATMENT PLANT,1801 N River Dr,Wausau,Marathon
737237380,CRYSTAL FINISHING SYSTEMS INC - MOSINEE,1000 S View Dr,Mosinee,Marathon
737238810,TRASH OUT PROS LLC,4409 Cth N,Weston,Marathon
737242330,HELKE FUNERAL HOME,302 Spruce St,Wausau,Marathon
737242880,MARATHON INDUSTRIAL FINISHING LLC,497 Maratech Ave.,Village of Marathon City,Marathon
744007990,WI DOA/MCNAUGHTON CORRECTIONAL CENTER,8500 Raven Road,Lake Tomahawk,Oneida
744008100,EXPERA SPECIALTY SOLUTIONS,515 W Davenport St,Rhinelander,Oneida
744008430,PRINTPACK ENTERPRISE INC,114 W Kemp St,Rhinelander,Oneida
744008900,BRUNETTS'S CITY CLEANERS & LAUNDRY INC,224 Thayer St,Rhinelander,Oneida
744009200,LAKELAND UNION HIGH SCHOOL,Hwy 70 & 51,Minocqua,Oneida
744012280,RHINELANDER PAPER CO LANDFILL,Highway 17,Pine Lake,Oneida
744072230,MINISTRY SAINT MARYS HOSPITAL,2251 N Shore Dr Ste 100,Rhinelander,Oneida
744072230,ST MARY'S HOSPITAL,2251 N Shore Dr,Rhinelander,Oneida
744075640,MEDUSA CEMENT CO,3283 County Trunk Hwy G,Rhinelander,Oneida
744083340,CHARTER NEX FILMS,3606 Red Arrow Dr,Rhinelander,Oneida
744087080,LAKE STATES YEAST LLC,428 W Davenport St,Rhinelander,Oneida
744091370,PRINTPACK,3500 Highway 17,Rhinelander,Oneida
744108200,MINOCQUA CLEANERS & LAUNDRY,8576 US Highway 51 N,Minocqua,Vilas
744117440,LAKE SHORE INC,3600 Lakeshore Ln,Rhinelander,Oneida
744120080,NICOLET AREA TECHNICAL COLLEGE,PO Box 518,Rhinelander,Oneida
744127670,LEHMAN OIL CO,157 S Anderson St,Rhinelander,Oneida
744137680,HOWARD YOUNG MEDICAL CTR,240 Maple St,Woodruff,Oneida
744139660,KERRY INC,4000 Highway 8,Rhinelander,Oneida
750000000,PERMIT STREAMLINING,101 S Webster St,Madison,Dane
750000680,INGREDION INCORPORATED PLOVER PLANT II,3100 Willow Dr,Plover,Portage
750006400,B & R ADAMS SALES & SERVICE,3111 Post Rd,Plover,Portage
750008160,STEVENS POINT WASTEWATER TREATMENT FACILITY,301 Bliss Ave,Stevens Point,Portage
750008600,STEVENS POINT MILL,707 Arlington Pl,Stevens Point,Portage
750008930,NEENAH PAPER - WHITING MILL,3243 Whiting Rd,Stevens Point,Portage
750009040,FOREMOST FARMS USA - PLOVER,2541 Foremost Rd,Plover,Portage
750009150,STEVENS POINT BREWERY,2617 Water St,Stevens Point,Portage
750009920,DUN-RITE CLEANERS,1008 Union St,Stevens Point,Portage
750010030,MCCAIN FOODS USA,10973 Hwy 54 East,Wisconsin Rapids,Portage
750010360,JUDGE'S CLEANERS,257 Division St,Stevens Point,Portage
750010580,STEEL KING INDUSTRIES INC,2700 Chamber St,Stevens Point,Portage
750010690,SPECTRA PRINT CORP,2301 Country Club Dr Ste A,Stevens Point,Portage
750010800,WORZALLA PUBLISHING CO,3535 Jefferson St,Stevens Point,Portage
750011020,CENTRAL WISCONSIN ALCOHOL INC,5641 Hwy. 54,Plover,Portage
750011350,DEL MONTE FOODS PLANT #107,1400 Plover Rd,Plover,Portage
750011460,SILGAN CONTAINERS MANUFACTURING CORP,1400 Plover Rd,Plover,Portage
750011570,FLINT HILLS RESOURCES PINE BEND LLC - JUNCTION CITY FACILITY,2267 County Hwy Hh,Junction City,Portage
750011680,UNICORN INDUSTRIES INC,1017 3rd Street,Stevens Point,Portage
750012010,J P MACH INC,Hoover Ave N of Hwy B,Plover,Portage
750012560,DELZELL OIL CO,2109 Madison St,Stevens Point,Portage
750014100,STEVENS POINT WATERWORKS,300 Bliss Ave,Stevens Point,Portage
750030710,TRZEBIATOWSKI OIL CO,PO Box 114,Rosholt,Portage
750030820,COOPER OIL COMPANY INC,2172 Prairie St,Stevens Point,Portage
750030930,AL-CHROMA INC,2701 Chamber St,Stevens Point,Portage
750031370,PORTAGE COUNTY LANDFILL,County Highway Qq,Custer,Portage
750035990,FLINT HILLS RESOURCES PINE BEND LLC,741 Mason St,Stevens Point,Portage
750036760,WI DOA / UW-STEVENS POINT,2100 Main St,Stevens Point,Portage
750037090,WORTH CO,214 Sherman Ave,Stevens Point,Portage
750037640,OKRAY PRODUCE,2401 River Dr,Plover,Portage
750038300,SO-WHITE CHEMICAL CO,1075 Plover Rd,Plover,Portage
750039290,TRADITION CLEANERS LLC,1624 W Pearl St,Stevens Point,Portage
750039730,MEDUSA CEMENT CO,NE of Wis 54 & Us Hwy 51,Plover,Portage
750040720,DONALDSON CO INC,5200 Coye Dr,Stevens Point,Portage
750041490,PRIME VEAL INC,Sec 3 T25n R10e,Kaukauna,Portage
750048420,OLDCASTLE LAWN AND GARDEN,9531 Harvest Lane,Amherst Junction,Portage
750048530,INTEVATION FOOD GROUP LLC,3975 Tall Pine Dr,Plover,Portage
750048530,INFINITY,3975 Tall Pine Dr,Plover,Portage
750050950,ANR PIPELINE COMPANY - STEVENS POINT COMPRESSOR STATION,2579 Sunset Drive,Stevens Point,Portage
750051060,ADM GRAIN - STEVENS POINT,2417 Stockton Rd,Stevens Point,Portage
750051390,BUSHMAN MOTORS,365 W Grand Ave,Rosholt,Portage
750052490,DRY FEED INGREDIENTS,4940 Hayes Ave,Plover,Portage
750056780,WHITING MOTOR HOTEL,1408 Strongs Ave,Stevens Point,Portage
750063820,HARVEYS AMOCO,4928 Main St,Stevens Point,Portage
750067780,JMB PALLET,Hwy 54 & Johnson Avenue,Plover,Portage
750068990,ST MICHAELS HOSPITAL,900 Illinois Ave,Stevens Point,Portage
750076800,PARAMOUNT FARMS / BERARD ROBERT (REG AGENT),PO Box 188,Bancroft,Portage
750078340,APACHE STAINLESS EQUIP CORP,5740 Plover Road,Plover,Portage
750079000,SENTRY INSURANCE,1800 Northpoint Dr,Stevens Point,Portage
750084170,PORTAGE CNTY HEALTH CARE,825 Whiting Ave,Stevens Point,Portage
750087030,WORZELLA & SONS INC,1201 Hoover Ave,Plover,Portage
750087800,GOLLON RON,2190 Pinewood Dr,Stevens Point,Portage
750087910,FAHRNER ASPHALT SEALERS,1202 Mecca Dr,Plover,Portage
750096820,PLOVER DRY CLEANERS,2582 Post Rd,Plover,Portage
750102980,WATER RENEWAL CENTER,2690 W River Dr W,Stevens Point,Portage
750107710,OLD TOWN DRYCLEANERS & LAUNDROMAT,,,Portage
750108260,COUNTY CONCRETE CORP,2000 Patch St,Stevens Point,Portage
750108700,SIGNATURE PRESS INC,3261 Hwy 161,Amherst Junction,Portage
750111340,THE AUTO EXCHANGE PORTAGE COUNTY INC,2849 Church St,Stevens Point,Portage
750116730,AMERICOLD LOGISTICS,1801 Highway 54 West,Plover,Portage
750117830,GOLDEN COUNTY FOODS,1434 Post Rd,Plover,Portage
764008410,EAGLE CLEANERS ECON-O-WASH,320 E. Wall St.,Eagle River,Vilas
764019740,SAYNER SERVICE STATION,,Sayner,Vilas
764094870,EAGLE RIVER PELLETS LLC,4825 Highway 70 West,Eagle River,Vilas
764122040,HIGHWAY G SANITARY LANDFILL,County Highway G,Cloverland,Vilas
764123360,PUKALL LUMBER CO INC,10894 State Road 70,Woodruff,Vilas
764146790,HAHN PRINTING,330 W. Division,Eagle River,Vilas
764159220,BERNTSEN FOUNDRY,2527 State Highway 17,Phelps,Vilas
772003980,SHERRY ENERGY CENTER-EAST SITE,Cty Rd Hh And Cty Rd N,Sherry,Wood
772004090,SHERRY ENERGY CENTER-WEST SITE,Cty Rd N And Arpin-Sherry Rd,Sherry,Wood
772004970,INNOVATIVE MACHINE SPECIALISTS INC,1907 Laemle Ave,Marshfield,Wood
772005190,GARDNER TRUCKING INC,7502 State Highway 13,Pittsville,Wood
772006400,MARIANI PACKING CO,6011 Washington St,Wisconsin Rapids,Wood
772008490,BETHEL CENTER,8014 Bethel Rd,Arpin,Wood
772009370,WISCONSIN RAPIDS WWTF,2540 1st St S,Wisconsin Rapids,Wood
772009480,CATALYST PAPER - BIRON MILL,621 N Biron Dr,Wisconsin Rapids,Wood
772009590,VERSO CORPORATION -SUPPORT SERVICES,700 Dura Beauty Ln,Wisconsin Rapids,Wood
772009810,STORA ENSO NORTH AMERICA R &I,300 N Biron Dr,Wisconsin Rapids,Wood
772010030,WISCONSIN RAPIDS PAPER MILL,310 3rd Ave N,Wisconsin Rapids,Wood
772010140,WISCONSIN RAPIDS FIBER AND ENERGY MILL,950 4th Ave N,Wisconsin Rapids,Wood
772010250,KERRY INGREDIENTS,6574 Ryland Ave,Vesper,Wood
772010360,NEKOOSA COATED PRODUCTS LLC,841 Market St,Nekoosa,Wood
772010470,ERCO WORLDWIDE (USA),101 Hwy 73 South,Nekoosa,Wood
772010690,DOMTAR A W LLC-NEKOOSA,301 Point Basse Ave,Nekoosa,Wood
772011460,MARSHFIELD ELECTRIC AND WATER DEPT,2000 S Central Ave,Marshfield,Wood
772011570,FOREMOST FARMS U S A - MARSHFIELD,1511 E 4th St,Marshfield,Wood
772011680,WATER QUALITY CENTER,2811 5th Ave N,Wisconsin Rapids,Wood
772012120,SENSORYEFFECTS POWDER SYSTEMS (FORMERLY QUALITY INGREDIENTS),211 E Depot St,Marshfield,Wood
772014320,GARRY'S ONE HOUR CLEANERS,912 S Central Ave,Marshfield,Wood
772014540,5 CORNERS LAUNDRY,1414 S Maple Ave,Marshfield,Wood
772014870,RIVERVIEW HOSPITAL,410 Dewey St,Wisconsin Rapids,Wood
772014980,NEWCOMB ENERGY ETHANOL PLANT,Lot2 Block3 Maroark Subdiv,Marshfield,Wood
772015200,BANK-A-COUNT CORP,Rr 34,Rudolph,Wood
772016410,MARSHFIELD OIL CO INC,1508 S Central Ave,Marshfield,Wood
772016520,MARSHFIELD ELECTRIC & WATER DEPT,2001 S Central Ave,Marshfield,Wood
772039290,RIDGES GOLF COURSE,2311 Griffith Ave,Wisconsin Rapids,Wood
772046550,DOMTAR AW CORP WASTEWATER TREATMENT SITE,405 Church Ave,Saratoga,Wood
772046770,DOMTAR AW CORP ASH BARK SITE,Parts Govt Lots 4 & 5,Port Edwards,Wood
772051720,BEATRICE CHEESE/ARMOUR FOOD,,,Dane
772052490,COUNTER FORM LLC,2001 E 29th St,Marshfield,Wood
772052710,H&S MANUFACTURING CO INC,2608 S Hume Ave,Marshfield,Wood
772053810,NORTHERN STEEL CASTINGS INC,330 9th Ave S,Wisconsin Rapids,Wood
772053920,NEKOOSA CORP,650 W 2nd St,Nekoosa,Wood
772054030,MASONITE CORP,1401 E 4th St,Marshfield,Wood
772054250,CORENSO NORTH AMERICA CORE CONVERTING,800 Fremont St,Wisconsin Rapids,Wood
772054360,WOOD COUNTY HIGHWAY DEPT,Engel Rd At 21st Ave N,Wisconsin Rapids,Wood
772054470,RCH ENTERPRISES INC,1430 2nd St N,Wisconsin Rapids,Wood
772054580,MINISTRY ST JOSEPHS HOSPITAL,611 N Saint Joseph Ave,Marshfield,Wood
772054690,BRAND MINE,7811 County Road B,Rock,Wood
772055350,MID-STATE TECHNICAL COLLEGE,500 32nd St N,Wisconsin Rapids,Wood
772055900,SPECIALTY MINERALS INC,1120 5th Ave N,Wisconsin Rapids,Wood
772056010,ANR PIPELINE COMPANY - MARSHFIELD COMP STN,10255 S Washington Ave,Marshfield,Wood
772057330,ADVANCED DISPOSAL SERVICES CRANBERRY CREEK LANDFILL LLC,2510 Engel Rd,Wisconsin Rapids,Wood
772060410,CHEMTRADE SOLUTIONS LLC,311 12th Ave S,Wisconsin Rapids,Wood
772061620,CARRIAGE TRADE DRY CLEANERS,631 8th St S,Wisconsin Rapids,Wood
772062060,GARDNER TRUCKING,7502 Hwy 13 East,Richfield,Adams
772063270,JUDGE'S CLEANERS,540 E Grand Ave,Wisconsin Rapids,Wood
772065580,WEINBRENNER SHOE CO INC,305 W 3rd St,Marshfield,Wood
772067450,NEKOOSA AUTO SALVAGE,369 Ten Mile Ave,Nekoosa,Wood
772068660,ENGINEERED COMPOSITE TECHNOLOGIES INC,2330 16th St S,Wisconsin Rapids,Wood
772068880,PAVELSKI ENTERPRISES INC,2501 E 21st St,Marshfield,Wood
772069540,MONROE TRUCK EQUIPMENT,1601 E 29th St,Marshfield,Wood
772070640,MARSHFIELD CLINIC,1000 N Oak Ave,Marshfield,Wood
772074490,JUDGE'S CLEANERS,213 N Central Ave,Marshfield,Wood
772074600,EVERGREEN MANUFACTURING,11001 And 11003 Main St,Hewitt,Wood
772074710,AUTOMATED PRODUCTS,1812 Karau Dr,Marshfield,Wood
772077790,FELKER BROS CORP,1707 E 4th St,Marshfield,Wood
772080100,WER WRECKING,5630 Walnut Ln,Vesper,Wood
772081860,JACK'S AUTO BODY INC,921 32nd St S,Wisconsin Rapids,Wood
772084610,NORWOOD HEALTH CENTER,1600 N Chestnut Ave,Marshfield,Wood
772087140,MITTENS HOME APPLIANCES SITE,Nikolay St,Marshfield,Wood
772087250,QUALITY ROOFING BURN SITE,10820 Cedar Ave,Marshfield,Wood
772087360,MAURER ROOFING BURN SITE,Cherry St,Marshfield,Wood
772087470,SCHUELLER CONSTRUCTION BURN SITE,10640 Hwy 13 South,Marshfield,Wood
772087580,SURPLUS SUPPLY BURN SITE,10720 Hwy 13 South,Marshfield,Wood
772090880,HOLLAR JAMES,420 West St,Milladore,Wood
772092200,SHAWS WRECKING YARD LLC,9193 Mill Creek Dr,Marshfield,Wood
772099240,M & W FIBERGLASS,2521 Airport Ave,Wisconsin Rapids,Wood
772099570,HAMEL FOREST PRODUCTS,5401 Ctk D,Vesper,Wood
772099900,3D IDAPRO SOLUTIONS LLC,2721 Industrial St,Wisconsin Rapids,Wood
772106280,FRP COMPOSITES,2220 36th St N,Wisconsin Rapids,Wood
772122230,OCEAN SPRAY CRANBERRIES INC,3130 Industrial St,Wisconsin Rapids,Wood
772126080,NATIONAL PROPANE CORP MARSHFIELD,Peach Avenue,Marshfield,Wood
772130700,AMERIMAX BUILDING PRODUCT INC,1820 E 26th St,Marshfield,Wood
772132130,BTR WOOD PRODUCTS,10885 Trophy Ln,Marshfield,Wood
772134330,RON'S REFRIGERATION & AIR CONDITIONING INC,2431 49th St S,Wisconsin Rapids,Wood
772137080,FEY PUBLISHING CO,910 29th Ave N,Wisconsin Rapids,Wood
772137300,OCEAN SPRAY CRANBERRIES,3010 Industrial Street,Wisconsin Rapids,Wood
772139610,ECC CORROSION INC,4400 Commerce Dr,Wisconsin Rapids,Wood
772140050,MARSHFIELD UTILITIES COMBUSTION TURBINE GENERATOR,2510 East 34th Street,Marshfield,Wood
772140160,PREPOLYMER PRODUCTS INC,2113 S Nikolai Ave,Marshfield,Wood
772142030,DON NIKOLAI CONSTRUCTION INC,8867 E 29th St,Marshfield,Wood
772142800,FELTZ AUTO SALES,9563 US Highway 10,Marshfield,Wood
772143020,WISCONSIN RAPIDS GRAIN LLC,3990 Commerce Drive,Wisconsin Rapids,Wood
772145770,COMPLETION INDUSTRIAL MINERALS LLC,3015 S Mallard Ave,Marshfield,Wood
772146100,CORENSO NORTH AMERICA CORP,310 3rd Ave N,Wisconsin Rapids,Wood
772150170,PANTHER CREEK SAND INC - MARSHFIELD SCREENING PLANT,2604 E. 4th Street,Marshfield,Wood
772151270,CARBO CERAMICS INC - MARSHFIELD PLANT,2301 E 4th St,Marshfield,Wood
772151380,CITY OF MARSHFIELD FIRE DEPT,514 4th Street,Marshfield,Wood
772151820,MILESTONE MATERIALS - TORK QUARRY #119,2430 Engel Road,Wisconsin Rapids,Wood
772151930,PROJECT INDEPENDENCE INC,1400 5th Avenue North,Wisconsn Rapids,Wood
772154240,OPPORTUNITY DEVELOPMENT CENTERS INC,2406 E 21st St,Marshfield,Wood
772155120,CARBO CERAMICS,11575 MacArthur Dr,Marshfield,Wood
772155230,CARBO CERAMICS,6743 Sth 13N,Pittsville,Wood
772155340,DOINE EXCAVATING,9230 Stadt Rd,Marshfield,Wood
772155450,JEFF IGNATOWSKI MINE,6128 Cth V,Pittsville,Wood
772155560,WEICHELT TRUCKING,7234 Cth E,Arpin,Wood
772155670,COMPLETION INDUSTRIAL MINERALS,6623 Polish Rd,Pittsville,Wood
772155780,COMPLETION INDUSTRIAL MINERALS (PANKRATZ TRUCKING),10376 Bluff Dr,Pittsville,Wood
772155890,COMPLETION INDUSTRIAL MINERALS LLC,T25 R4e S19,Auburndale,Wood
772156000,NORTHERN FRAC SAND LLC,T23n R4e S4,Hansen Twnshp,Wood
772156110,HANSEN SAND PRODUCTS,T23n R4e S9,Hansen Twnshp,Wood
772157100,WEILER MINE,10764 Day Road,Auburndale,Wood
802001640,ASHLAND INDUSTRIES INC,115 Rail Drive,Ashland,Ashland
802004500,JOHN WONDERS,367 Water Street,Glidden,Ashland
802009010,MEMORIAL MEDICAL CENTER,1615 Maple Ln,Ashland,Ashland
802009560,CHEQUAMEGON SCHOOL DISTRICT - GLIDDEN CAMPUS,370 South Grant Street,Glidden,Ashland
802010110,ASHLAND CITY OF 2ND ST,601 Main St W,Ashland,Ashland
802012970,BRETTING C G MFG CO,3401 Lake Park Rd,Ashland,Ashland
802015060,ASHLAND CITY OF,304 Ellis Ave,Ashland,Ashland
802017150,TIMELESS TIMBER,2200 Lake Shore Dr E,Ashland,Ashland
802020780,TIENERGY ASHLAND,723 22nd Ave E,Ashland,Ashland
802033320,XCEL ENERGY BAY FRONT GENERATING STATION,122 N 14th Ave W,Ashland,Ashland
802033540,COLUMBIA FOREST PRODUCTS-MELLEN,606 Wilderness Dr,Mellen,Ashland
802036950,BAYSIDE TIMBER CORP,7 11th Ave E And Co Rd A,Ashland,Ashland
802051910,NORTH COUNTRY LUMBER,602 Highway 77 East,Mellen,Ashland
802052240,SUPERIOR KILNS,Highway 77,Mellen,Ashland
802054330,QUEARM OIL CO,105 6th St W,Ashland,Ashland
802057300,NORTHLAND COLLEGE,1411 Ellis Ave,Ashland,Ashland
802057740,C REISS COAL UNLOADING,601 1/2 Lake Shore Dr W,Ashland,Ashland
802070170,GRANITE PRODUCERS,Industrial Park,Adams,Adams
802070720,LARSON-JUHL US LLC,800 Sum Rd,Ashland,Ashland
804005070,NOR'LITE EQUIPMENT CO,3105 Thompson Trl,Mercer,Iron
804009580,FOREST FUEL CORP,9 Miles East of Iron River,On Us Two,Bayfield
804012110,CHIPPEWA INDUSTRIES INC,Drummond,Drummond,Bayfield
804012330,DRUMMOND LUMBER CO,1 Wisconsin Ave,Drummond,Bayfield
804041810,GREAT LAKES GAS TRANSMISSION-COMP STATION #6,241 Forest Road,Iron River,Bayfield
804043350,HOOD EQUIPMENT INC,Range Line Road,Iron River,Bayfield
804044890,FREUND ARTHUR,Port Wing,Port Wing,Bayfield
804047420,NORTHERN STATES POWER CO - WOODFIELD ASH LANDFILL,30750 Woodland Rd,Eileen,Bayfield
804048520,MALOOF GEORGE,402 W Pine St,Washburn,Bayfield
804053690,WASHBURN IRON WORKS,112 E Bayfield St,Washburn,Bayfield
807008620,PARKER HANNIFIN CORPORATION - QUICK COUPLING,533 N Oak St,Grantsburg,Burnett
807017420,BARTON SAND AND GRAVEL CO - GRANTSBURG,23920 Gravel Pit Road,Grantsburg,Burnett
807027760,NORTHWESTERN WISCONSIN ELECTRIC CO,30150 1st Ave S,Danbury,Burnett
807030840,BURNETT MEDICAL CENTER,257 W Saint George Ave,Grantsburg,Burnett
807048990,NORTHERN MFG CO INC,509 N Oak St,Grantsburg,Burnett
807050310,PENTA WOOD PRODUCTS INC,2 Mi W of Siren On Hwy 70,Siren,Burnett
807056690,MCNALLY INDUSTRIES LLC,340 W Benson Ave,Grantsburg,Burnett
